ensembl_gene_id	btaurus_homolog_ensembl_gene	ggallus_homolog_ensembl_gene	ggorilla_homolog_ensembl_gene	hsapiens_homolog_ensembl_gene	mdomestica_homolog_ensembl_gene	mmulatta_homolog_ensembl_gene	oanatinus_homolog_ensembl_gene	pabelii_homolog_ensembl_gene	ppaniscus_homolog_ensembl_gene	ptroglodytes_homolog_ensembl_gene	rnorvegicus_homolog_ensembl_gene
ENSMUSG00000000731	ENSBTAG00000023393		ENSGGOG00000005672	ENSG00000160224	ENSMODG00000011425	ENSMMUG00000004168	ENSOANG00000015583	ENSPPYG00000011482	ENSPPAG00000018145	ENSPTRG00000013974	ENSRNOG00000001213
ENSMUSG00000000732	ENSBTAG00000014880	ENSGALG00000031637	ENSGGOG00000012425		ENSMODG00000029138	ENSMMUG00000010647	ENSOANG00000006479	ENSPPYG00000011481	ENSPPAG00000036658	ENSPTRG00000013972	ENSRNOG00000023109
ENSMUSG00000000738	ENSBTAG00000012041	ENSGALG00000028363	ENSGGOG00000016119	ENSG00000197912	ENSMODG00000003715	ENSMMUG00000017920	ENSOANG00000006730	ENSPPYG00000007665	ENSPPAG00000030811	ENSPTRG00000039136	ENSRNOG00000015150
ENSMUSG00000000739		ENSGALG00000023472					ENSOANG00000004831				ENSRNOG00000015695
ENSMUSG00000000740	ENSBTAG00000012044	ENSGALG00000006179	ENSGGOG00000025427	ENSG00000167526	ENSMODG00000003663		ENSOANG00000006729		ENSPPAG00000029415		
ENSMUSG00000000743	ENSBTAG00000033331	ENSGALG00000006161	ENSGGOG00000012213	ENSG00000131165	ENSMODG00000003517	ENSMMUG00000014909	ENSOANG00000004833	ENSPPYG00000007667	ENSPPAG00000031215		ENSRNOG00000016001
ENSMUSG00000000751	ENSBTAG00000009711	ENSGALG00000003072	ENSGGOG00000014186	ENSG00000132383	ENSMODG00000010549		ENSOANG00000010880		ENSPPAG00000039680	ENSPTRG00000008539	ENSRNOG00000003123
ENSMUSG00000000753	ENSBTAG00000009705	ENSGALG00000003015	ENSGGOG00000000241	ENSG00000132386	ENSMODG00000010515	ENSMMUG00000022194	ENSOANG00000010878	ENSPPYG00000007783	ENSPPAG00000031887	ENSPTRG00000008537	ENSRNOG00000003172
ENSMUSG00000000759	ENSBTAG00000044184	ENSGALG00000016836	ENSGGOG00000011392	ENSG00000126216	ENSMODG00000004240	ENSMMUG00000013617	ENSOANG00000015642	ENSPPYG00000005514	ENSPPAG00000010792		ENSRNOG00000017085
ENSMUSG00000000766	ENSBTAG00000019719	ENSGALG00000013616	ENSGGOG00000024312	ENSG00000112038	ENSMODG00000008382	ENSMMUG00000022691	ENSOANG00000014619	ENSPPYG00000029500	ENSPPAG00000041853	ENSPTRG00000018723	ENSRNOG00000018191
ENSMUSG00000000776	ENSBTAG00000010036		ENSGGOG00000007302	ENSG00000168495	ENSMODG00000009491	ENSMMUG00000023226	ENSOANG00000010776	ENSPPYG00000018419	ENSPPAG00000029591	ENSPTRG00000020056	ENSRNOG00000010028
ENSMUSG00000000782	ENSBTAG00000001002	ENSGALG00000006480	ENSGGOG00000008257	ENSG00000081059	ENSMODG00000014163	ENSMMUG00000022788	ENSOANG00000011198	ENSPPYG00000015782	ENSPPAG00000034368	ENSPTRG00000017236	ENSRNOG00000005872
ENSMUSG00000000787			ENSGGOG00000003181	ENSG00000215301		ENSMMUG00000017569		ENSPPYG00000020257	ENSPPAG00000041809	ENSPTRG00000049651	ENSRNOG00000023383
ENSMUSG00000000791	ENSBTAG00000011481	ENSGALG00000035825	ENSGGOG00000003006	ENSG00000096996	ENSMODG00000003116	ENSMMUG00000012096	ENSOANG00000001288	ENSPPYG00000009729	ENSPPAG00000035617	ENSPTRG00000010692	ENSRNOG00000019216
ENSMUSG00000000792	ENSBTAG00000015830	ENSGALG00000041932	ENSGGOG00000005541	ENSG00000105641	ENSMODG00000029513	ENSMMUG00000028843	ENSOANG00000031892	ENSPPYG00000009726	ENSPPAG00000028320	ENSPTRG00000010687	ENSRNOG00000018822
ENSMUSG00000000794	ENSBTAG00000018249	ENSGALG00000030554	ENSGGOG00000012827	ENSG00000143603	ENSMODG00000017155	ENSMMUG00000017793		ENSPPYG00000000774	ENSPPAG00000039456	ENSPTRG00000001392	ENSRNOG00000020706
ENSMUSG00000000804	ENSBTAG00000020089	ENSGALG00000005350	ENSGGOG00000011515		ENSMODG00000014128	ENSMMUG00000017113	ENSOANG00000011519				ENSRNOG00000027711
ENSMUSG00000000805	ENSBTAG00000017969	ENSGALG00000005360	ENSGGOG00000011509	ENSG00000167434		ENSMMUG00000007917		ENSPPYG00000008512	ENSPPAG00000029075	ENSPTRG00000009482	ENSRNOG00000002916
ENSMUSG00000000811	ENSBTAG00000011795	ENSGALG00000039363	ENSGGOG00000005318	ENSG00000197763	ENSMODG00000007668	ENSMMUG00000001714	ENSOANG00000011540	ENSPPYG00000013449	ENSPPAG00000039160	ENSPTRG00000015338	ENSRNOG00000059810
ENSMUSG00000000817	ENSBTAG00000032808	ENSGALG00000003076	ENSGGOG00000023617	ENSG00000117560		ENSMMUG00000007285	ENSOANG00000000910	ENSPPYG00000000503	ENSPPAG00000028524	ENSPTRG00000001690	ENSRNOG00000002978
ENSMUSG00000000823	ENSBTAG00000011646	ENSGALG00000006013	ENSGGOG00000002088	ENSG00000196700	ENSMODG00000017043	ENSMMUG00000015556	ENSOANG00000004922	ENSPPYG00000029607	ENSPPAG00000032177	ENSPTRG00000013766	ENSRNOG00000015558
ENSMUSG00000000826	ENSBTAG00000015796	ENSGALG00000035378	ENSGGOG00000002082	ENSG00000101152	ENSMODG00000017028		ENSOANG00000004926	ENSPPYG00000011252			ENSRNOG00000015202
ENSMUSG00000000827	ENSBTAG00000021232	ENSGALG00000004683	ENSGGOG00000000570	ENSG00000101150	ENSMODG00000017025	ENSMMUG00000042458	ENSOANG00000021592	ENSPPYG00000011251	ENSPPAG00000029970	ENSPTRG00000013757	ENSRNOG00000015122
ENSMUSG00000000838	ENSBTAG00000012552	ENSGALG00000009177	ENSGGOG00000010373	ENSG00000102081	ENSMODG00000005550	ENSMMUG00000015814	ENSOANG00000001097	ENSPPYG00000020797	ENSPPAG00000041836	ENSPTRG00000022349	ENSRNOG00000057464
ENSMUSG00000000861	ENSBTAG00000016534	ENSGALG00000034048	ENSGGOG00000007337	ENSG00000119866	ENSMODG00000002114	ENSMMUG00000011303	ENSOANG00000012402	ENSPPYG00000012393	ENSPPAG00000034227	ENSPTRG00000011944	ENSRNOG00000007049
ENSMUSG00000000869	ENSBTAG00000015957		ENSGGOG00000005670	ENSG00000113520		ENSMMUG00000003133		ENSPPYG00000015766	ENSPPAG00000027527		ENSRNOG00000007624
ENSMUSG00000000876	ENSBTAG00000038738	ENSGALG00000003042	ENSGGOG00000044115	ENSG00000101417	ENSMODG00000002864	ENSMMUG00000023551	ENSOANG00000004658		ENSPPAG00000028570		ENSRNOG00000016975
ENSMUSG00000000881	ENSBTAG00000011291	ENSGALG00000041900	ENSGGOG00000004925	ENSG00000082458	ENSMODG00000004962	ENSMMUG00000013948	ENSOANG00000032112	ENSPPYG00000020440	ENSPPAG00000039640	ENSPTRG00000021999	ENSRNOG00000002767
ENSMUSG00000000884	ENSBTAG00000021052	ENSGALG00000001925	ENSGGOG00000039800	ENSG00000185838	ENSMODG00000021175	ENSMMUG00000045638	ENSOANG00000013233	ENSPPYG00000011586	ENSPPAG00000041675	ENSPTRG00000044843	ENSRNOG00000001891
ENSMUSG00000000889	ENSBTAG00000004508	ENSGALG00000040045	ENSGGOG00000016022	ENSG00000123454	ENSMODG00000013013	ENSMMUG00000017207	ENSOANG00000002842	ENSPPYG00000019742	ENSPPAG00000036112	ENSPTRG00000021521	ENSRNOG00000006641
ENSMUSG00000000901	ENSBTAG00000006108	ENSGALG00000005968	ENSGGOG00000009074	ENSG00000099953	ENSMODG00000019843	ENSMMUG00000009097		ENSPPYG00000011631	ENSPPAG00000037262	ENSPTRG00000014153	
ENSMUSG00000000902	ENSBTAG00000009988	ENSGALG00000005983	ENSGGOG00000034931	ENSG00000099956	ENSMODG00000019844	ENSMMUG00000009098	ENSOANG00000012181	ENSPPYG00000011633	ENSPPAG00000028391	ENSPTRG00000014154	
ENSMUSG00000000903	ENSBTAG00000005128	ENSGALG00000021136	ENSGGOG00000000630	ENSG00000128218		ENSMMUG00000037695		ENSPPYG00000011628	ENSPPAG00000032137	ENSPTRG00000014150	
ENSMUSG00000000915	ENSBTAG00000021595	ENSGALG00000031511	ENSGGOG00000004939	ENSG00000130787	ENSMODG00000012341	ENSMMUG00000015221	ENSOANG00000006185	ENSPPYG00000005075	ENSPPAG00000039152	ENSPTRG00000005586	ENSRNOG00000001091
ENSMUSG00000000916	ENSBTAG00000017941	ENSGALG00000000891		ENSG00000130305	ENSMODG00000013753	ENSMMUG00000022776			ENSPPAG00000037296		ENSRNOG00000001450
ENSMUSG00000000934		ENSGALG00000029572	ENSGGOG00000009313	ENSG00000184428		ENSMMUG00000022933	ENSOANG00000009984	ENSPPYG00000018932	ENSPPAG00000034530	ENSPTRG00000020653	ENSRNOG00000007500
ENSMUSG00000000938	ENSBTAG00000040082	ENSGALG00000026631	ENSGGOG00000002225	ENSG00000253293	ENSMODG00000000463	ENSMMUG00000013459	ENSOANG00000009171		ENSPPAG00000028221		
ENSMUSG00000000942	ENSBTAG00000001063	ENSGALG00000022622	ENSGGOG00000002215	ENSG00000197576	ENSMODG00000000491	ENSMMUG00000040874	ENSOANG00000009166	ENSPPYG00000017704	ENSPPAG00000043774		
ENSMUSG00000000957	ENSBTAG00000014824		ENSGGOG00000001650	ENSG00000157227	ENSMODG00000005279	ENSMMUG00000013665	ENSOANG00000003915	ENSPPYG00000005646	ENSPPAG00000037241	ENSPTRG00000006148	ENSRNOG00000010947
ENSMUSG00000000958	ENSBTAG00000014821		ENSGGOG00000003694	ENSG00000155465	ENSMODG00000005329	ENSMMUG00000000413		ENSPPYG00000005643	ENSPPAG00000036954	ENSPTRG00000006146	ENSRNOG00000010296
ENSMUSG00000000959	ENSBTAG00000014820		ENSGGOG00000003688	ENSG00000155463	ENSMODG00000005347	ENSMMUG00000000411	ENSOANG00000010724	ENSPPYG00000005642	ENSPPAG00000034085	ENSPTRG00000006145	ENSRNOG00000009713
ENSMUSG00000000976	ENSBTAG00000009635	ENSGALG00000005516	ENSGGOG00000016649	ENSG00000068097	ENSMODG00000019111	ENSMMUG00000007671	ENSOANG00000007130	ENSPPYG00000008511	ENSPPAG00000037313		ENSRNOG00000002542
ENSMUSG00000000982	ENSBTAG00000025250										ENSRNOG00000011205
ENSMUSG00000001014	ENSBTAG00000010314		ENSGGOG00000005987	ENSG00000105371		ENSMMUG00000009343		ENSPPYG00000009549	ENSPPAG00000035190	ENSPTRG00000022810	ENSRNOG00000042078
ENSMUSG00000001016	ENSBTAG00000012471	ENSGALG00000011570	ENSGGOG00000001814	ENSG00000143621	ENSMODG00000017376			ENSPPYG00000000800	ENSPPAG00000002027	ENSPTRG00000050123	ENSRNOG00000014154
ENSMUSG00000001017	ENSBTAG00000005166	ENSGALG00000042129	ENSGGOG00000016450	ENSG00000160679		ENSMMUG00000008146		ENSPPYG00000000802	ENSPPAG00000023376	ENSPTRG00000001356	
ENSMUSG00000001018	ENSBTAG00000012470	ENSGALG00000026796	ENSGGOG00000001813	ENSG00000143553	ENSMODG00000017381	ENSMMUG00000046382		ENSPPYG00000000801	ENSPPAG00000036781		ENSRNOG00000013356
ENSMUSG00000001020	ENSBTAG00000019203		ENSGGOG00000007240	ENSG00000196154	ENSMODG00000017397	ENSMMUG00000010979	ENSOANG00000014144	ENSPPYG00000000808	ENSPPAG00000014009	ENSPTRG00000001348	ENSRNOG00000011821
ENSMUSG00000001023	ENSBTAG00000000644		ENSGGOG00000007241	ENSG00000196420		ENSMMUG00000010980		ENSPPYG00000000809	ENSPPAG00000030014	ENSPTRG00000001352	ENSRNOG00000011748
ENSMUSG00000001025		ENSGALG00000041826	ENSGGOG00000007245	ENSG00000197956	ENSMODG00000017400	ENSMMUG00000008917	ENSOANG00000014143	ENSPPYG00000000810	ENSPPAG00000028664	ENSPTRG00000001351	ENSRNOG00000011647
ENSMUSG00000001027	ENSBTAG00000004770	ENSGALG00000034427	ENSGGOG00000012527	ENSG00000007314	ENSMODG00000009735	ENSMMUG00000000580		ENSPPYG00000008537	ENSPPAG00000038463	ENSPTRG00000009532	ENSRNOG00000012134
ENSMUSG00000001029	ENSBTAG00000019432		ENSGGOG00000014108	ENSG00000108622	ENSMODG00000009351	ENSMMUG00000014656		ENSPPYG00000008538	ENSPPAG00000036010	ENSPTRG00000009534	ENSRNOG00000025143
ENSMUSG00000001034	ENSBTAG00000001014		ENSGGOG00000006045	ENSG00000166484	ENSMODG00000001074	ENSMMUG00000008536			ENSPPAG00000039627	ENSPTRG00000008867	
ENSMUSG00000001036	ENSBTAG00000017771	ENSGALG00000035919	ENSGGOG00000016972	ENSG00000072134	ENSMODG00000000977	ENSMMUG00000000140	ENSOANG00000015814	ENSPPYG00000008061	ENSPPAG00000030224	ENSPTRG00000008865	ENSRNOG00000060550
ENSMUSG00000001039	ENSBTAG00000017790	ENSGALG00000005096	ENSGGOG00000001097	ENSG00000108641	ENSMODG00000000984	ENSMMUG00000000138	ENSOANG00000015815	ENSPPYG00000008062	ENSPPAG00000027767	ENSPTRG00000008866	
ENSMUSG00000001052	ENSBTAG00000010945	ENSGALG00000035482	ENSGGOG00000006806	ENSG00000138802	ENSMODG00000020587	ENSMMUG00000023240		ENSPPYG00000029772	ENSPPAG00000037815	ENSPTRG00000016359	ENSRNOG00000023373
ENSMUSG00000001053	ENSBTAG00000006368	ENSGALG00000041754	ENSGGOG00000000013	ENSG00000145911	ENSMODG00000004263	ENSMMUG00000017607	ENSOANG00000004997	ENSPPYG00000016103	ENSPPAG00000023810	ENSPTRG00000017597	
ENSMUSG00000001054	ENSBTAG00000006371		ENSGGOG00000000014	ENSG00000145916		ENSMMUG00000018758	ENSOANG00000001203	ENSPPYG00000016104	ENSPPAG00000035022	ENSPTRG00000017598	
ENSMUSG00000001056	ENSBTAG00000006374	ENSGALG00000033666		ENSG00000145912	ENSMODG00000004231		ENSOANG00000001204	ENSPPYG00000016105			
ENSMUSG00000001062	ENSBTAG00000021165	ENSGALG00000023468	ENSGGOG00000010945	ENSG00000075399	ENSMODG00000003493	ENSMMUG00000002505	ENSOANG00000004836	ENSPPYG00000007672	ENSPPAG00000043316	ENSPTRG00000031104	ENSRNOG00000028904
ENSMUSG00000001065	ENSBTAG00000001904	ENSGALG00000000513	ENSGGOG00000010960	ENSG00000158805	ENSMODG00000003479	ENSMMUG00000002506	ENSOANG00000004837	ENSPPYG00000007673	ENSPPAG00000030560	ENSPTRG00000008487	ENSRNOG00000016631
ENSMUSG00000001076	ENSBTAG00000032567	ENSGALG00000043798	ENSGGOG00000012547	ENSG00000186897	ENSMODG00000004190	ENSMMUG00000007546		ENSPPYG00000004486	ENSPPAG00000034273	ENSPTRG00000004905	ENSRNOG00000060020
ENSMUSG00000001082			ENSGGOG00000007420	ENSG00000109736					ENSPPAG00000041607	ENSPTRG00000015851	
ENSMUSG00000001089	ENSBTAG00000009502	ENSGALG00000025858	ENSGGOG00000012024	ENSG00000169641	ENSMODG00000016143	ENSMMUG00000045584	ENSOANG00000004001	ENSPPYG00000001746	ENSPPAG00000041932	ENSPTRG00000000322	ENSRNOG00000022402
ENSMUSG00000001095	ENSBTAG00000008788	ENSGALG00000003647	ENSGGOG00000028117	ENSG00000007216	ENSMODG00000019249	ENSMMUG00000037573	ENSOANG00000013420	ENSPPYG00000008095	ENSPPAG00000031065	ENSPTRG00000008919	ENSRNOG00000010337
ENSMUSG00000001098	ENSBTAG00000002697	ENSGALG00000005138	ENSGGOG00000013947	ENSG00000110906	ENSMODG00000023516	ENSMMUG00000019649		ENSPPYG00000004933			ENSRNOG00000047896
ENSMUSG00000001100	ENSBTAG00000008116	ENSGALG00000003211	ENSGGOG00000042668	ENSG00000004142	ENSMODG00000019237	ENSMMUG00000019146	ENSOANG00000015619	ENSPPYG00000008089	ENSPPAG00000032933	ENSPTRG00000051371	ENSRNOG00000009252
ENSMUSG00000001103	ENSBTAG00000033270	ENSGALG00000032393	ENSGGOG00000038248	ENSG00000274529	ENSMODG00000019242					ENSPTRG00000046162	ENSRNOG00000009979
ENSMUSG00000001105	ENSBTAG00000008110	ENSGALG00000005707		ENSG00000109083	ENSMODG00000019233	ENSMMUG00000019143	ENSOANG00000012207	ENSPPYG00000008087	ENSPPAG00000010099	ENSPTRG00000008911	ENSRNOG00000008891
ENSMUSG00000001119		ENSGALG00000005974	ENSGGOG00000001462	ENSG00000142156			ENSOANG00000006264		ENSPPAG00000027819		ENSRNOG00000001249
ENSMUSG00000001120	ENSBTAG00000030775		ENSGGOG00000003683	ENSG00000183570		ENSMMUG00000003825	ENSOANG00000006265	ENSPPYG00000011525	ENSPPAG00000021940	ENSPTRG00000014010	
ENSMUSG00000001123	ENSBTAG00000046372						ENSOANG00000009219				
ENSMUSG00000001127	ENSBTAG00000005039		ENSGGOG00000008695	ENSG00000078061	ENSMODG00000010855	ENSMMUG00000011418	ENSOANG00000012826	ENSPPYG00000020295	ENSPPAG00000015632	ENSPTRG00000021846	ENSRNOG00000010838
ENSMUSG00000001128	ENSBTAG00000015815		ENSGGOG00000008708	ENSG00000126759	ENSMODG00000010789	ENSMMUG00000032465	ENSOANG00000005657	ENSPPYG00000020298	ENSPPAG00000039755	ENSPTRG00000021849	ENSRNOG00000025811
ENSMUSG00000001131	ENSBTAG00000005043		ENSGGOG00000022347	ENSG00000102265	ENSMODG00000010849	ENSMMUG00000011426	ENSOANG00000005238	ENSPPYG00000020297	ENSPPAG00000029120		ENSRNOG00000010208
ENSMUSG00000001134	ENSBTAG00000015820			ENSG00000126756			ENSOANG00000032078	ENSPPYG00000020300	ENSPPAG00000029051	ENSPTRG00000021851	ENSRNOG00000009893
ENSMUSG00000001138	ENSBTAG00000010846		ENSGGOG00000010143	ENSG00000168763	ENSMODG00000016039		ENSOANG00000012493	ENSPPYG00000012699	ENSPPAG00000042791	ENSPTRG00000012242	ENSRNOG00000016032
ENSMUSG00000001143	ENSBTAG00000003975	ENSGALG00000041177	ENSGGOG00000001391	ENSG00000114988	ENSMODG00000016022	ENSMMUG00000011487	ENSOANG00000015450	ENSPPYG00000012077	ENSPPAG00000029796	ENSPTRG00000012239	ENSRNOG00000015699
ENSMUSG00000001150	ENSBTAG00000003148	ENSGALG00000004363	ENSGGOG00000015716	ENSG00000160294	ENSMODG00000008187	ENSMMUG00000022331	ENSOANG00000013563	ENSPPYG00000011532	ENSPPAG00000025048	ENSPTRG00000014019	ENSRNOG00000001272
ENSMUSG00000001151	ENSBTAG00000030670	ENSGALG00000007021	ENSGGOG00000011788	ENSG00000160299	ENSMODG00000008392	ENSMMUG00000012914	ENSOANG00000020123	ENSPPYG00000011537	ENSPPAG00000034343	ENSPTRG00000014023	ENSRNOG00000001276
ENSMUSG00000001155	ENSBTAG00000020404	ENSGALG00000006131	ENSGGOG00000002869	ENSG00000160282		ENSMMUG00000022324	ENSOANG00000013566	ENSPPYG00000011528	ENSPPAG00000032812		ENSRNOG00000001261
ENSMUSG00000001156	ENSBTAG00000001042	ENSGALG00000013882	ENSGGOG00000011287	ENSG00000059728	ENSMODG00000011481	ENSMMUG00000041817	ENSOANG00000003095	ENSPPYG00000012331	ENSPPAG00000034365	ENSPTRG00000012023	ENSRNOG00000017720
ENSMUSG00000001157	ENSBTAG00000001108				ENSMODG00000011882	ENSMMUG00000008440				ENSPTRG00000012021	ENSRNOG00000017838
ENSMUSG00000001158	ENSBTAG00000037746	ENSGALG00000013883		ENSG00000124380	ENSMODG00000011407						
ENSMUSG00000001168											ENSRNOG00000057769
ENSMUSG00000001173	ENSBTAG00000018247	ENSGALG00000003920	ENSGGOG00000000824	ENSG00000122126		ENSMMUG00000008825		ENSPPYG00000020704	ENSPPAG00000022524	ENSPTRG00000022257	ENSRNOG00000003875
ENSMUSG00000001175								ENSPPYG00000010154			
ENSMUSG00000001211	ENSBTAG00000020456	ENSGALG00000031932	ENSGGOG00000043336	ENSG00000160216	ENSMODG00000021037	ENSMMUG00000045179	ENSOANG00000006473	ENSPPYG00000011476	ENSPPAG00000029344	ENSPTRG00000042805	ENSRNOG00000001205
ENSMUSG00000001225	ENSBTAG00000015547	ENSGALG00000007959	ENSGGOG00000006523	ENSG00000091138	ENSMODG00000016330			ENSPPYG00000017905	ENSPPAG00000019561	ENSPTRG00000022537	ENSRNOG00000006878
ENSMUSG00000001227	ENSBTAG00000031658	ENSGALG00000001171		ENSG00000167680	ENSMODG00000024028	ENSMMUG00000023702	ENSOANG00000020945	ENSPPYG00000009412	ENSPPAG00000031679	ENSPTRG00000010315	ENSRNOG00000045998
ENSMUSG00000001228	ENSBTAG00000002224	ENSGALG00000034271	ENSGGOG00000004610	ENSG00000276043	ENSMODG00000001108	ENSMMUG00000012705	ENSOANG00000005332	ENSPPYG00000009422	ENSPPAG00000036791	ENSPTRG00000010326	ENSRNOG00000048411
ENSMUSG00000001229	ENSBTAG00000021134	ENSGALG00000004200	ENSGGOG00000002848	ENSG00000142002	ENSMODG00000001039	ENSMMUG00000021716	ENSOANG00000030152	ENSPPYG00000009415	ENSPPAG00000043157	ENSPTRG00000010319	ENSRNOG00000050748
ENSMUSG00000001240	ENSBTAG00000019903	ENSGALG00000024449	ENSGGOG00000003437	ENSG00000131477	ENSMODG00000015038	ENSMMUG00000002150		ENSPPYG00000008378	ENSPPAG00000038060	ENSPTRG00000009219	ENSRNOG00000020415
ENSMUSG00000001247	ENSBTAG00000017033		ENSGGOG00000000766	ENSG00000105699	ENSMODG00000013832	ENSMMUG00000011294	ENSOANG00000028509	ENSPPYG00000009854	ENSPPAG00000027612	ENSPTRG00000010835	ENSRNOG00000021053
ENSMUSG00000001248	ENSBTAG00000003820		ENSGGOG00000014952	ENSG00000089351	ENSMODG00000013725	ENSMMUG00000001538		ENSPPYG00000009845	ENSPPAG00000039654	ENSPTRG00000010824	ENSRNOG00000021106
ENSMUSG00000001249	ENSBTAG00000003829		ENSGGOG00000005066	ENSG00000105707	ENSMODG00000013734	ENSMMUG00000004844	ENSOANG00000031802	ENSPPYG00000009847	ENSPPAG00000032771	ENSPTRG00000010826	ENSRNOG00000021097
ENSMUSG00000001260	ENSBTAG00000012296	ENSGALG00000020143	ENSGGOG00000016499	ENSG00000163285	ENSMODG00000020596	ENSMMUG00000012820	ENSOANG00000010535	ENSPPYG00000014704	ENSPPAG00000027800	ENSPTRG00000016024	ENSRNOG00000002360
ENSMUSG00000001270	ENSBTAG00000035998	ENSGALG00000011511	ENSGGOG00000007394	ENSG00000166165			ENSOANG00000000782	ENSPPYG00000006171	ENSPPAG00000019639	ENSPTRG00000006756	ENSRNOG00000010872
ENSMUSG00000001280	ENSBTAG00000003021	ENSGALG00000035487	ENSGGOG00000012593	ENSG00000185591		ENSMMUG00000020036		ENSPPYG00000004579	ENSPPAG00000031675	ENSPTRG00000005014	ENSRNOG00000014084
ENSMUSG00000001281	ENSBTAG00000018993		ENSGGOG00000006795	ENSG00000139626		ENSMMUG00000005245	ENSOANG00000005915	ENSPPYG00000004571	ENSPPAG00000037612	ENSPTRG00000005006	ENSRNOG00000012208
ENSMUSG00000001285	ENSBTAG00000020177	ENSGALG00000037688	ENSGGOG00000015795	ENSG00000139637		ENSMMUG00000022034		ENSPPYG00000004576	ENSPPAG00000041478	ENSPTRG00000005011	ENSRNOG00000013343
ENSMUSG00000001288	ENSBTAG00000007592	ENSGALG00000033404	ENSGGOG00000003215	ENSG00000172819		ENSMMUG00000022017	ENSOANG00000005914	ENSPPYG00000004572	ENSPPAG00000028990	ENSPTRG00000005007	ENSRNOG00000012499
ENSMUSG00000001289	ENSBTAG00000008935	ENSGALG00000041924		ENSG00000123349			ENSOANG00000010773	ENSPPYG00000004575			ENSRNOG00000012985
ENSMUSG00000001300	ENSBTAG00000016991	ENSGALG00000029175	ENSGGOG00000017193	ENSG00000125266	ENSMODG00000005556	ENSMMUG00000009892	ENSOANG00000011323	ENSPPYG00000005489	ENSPPAG00000028987	ENSPTRG00000006021	ENSRNOG00000014648
ENSMUSG00000001305		ENSGALG00000009615	ENSGGOG00000016603	ENSG00000067533	ENSMODG00000004288	ENSMMUG00000004070	ENSOANG00000008552	ENSPPYG00000000214	ENSPPAG00000042109	ENSPTRG00000039779	ENSRNOG00000002450
ENSMUSG00000001313	ENSBTAG00000007393	ENSGALG00000002804	ENSGGOG00000036493	ENSG00000108830	ENSMODG00000015141	ENSMMUG00000029963		ENSPPYG00000008365	ENSPPAG00000039785	ENSPTRG00000046585	ENSRNOG00000020698
ENSMUSG00000001323	ENSBTAG00000004223	ENSGALG00000003155	ENSGGOG00000026411	ENSG00000167720	ENSMODG00000010639		ENSOANG00000008638		ENSPPAG00000027694	ENSPTRG00000008546	ENSRNOG00000002991
ENSMUSG00000001333	ENSBTAG00000026684	ENSGALG00000003529	ENSGGOG00000011321	ENSG00000162520	ENSMODG00000017411	ENSMMUG00000047454		ENSPPYG00000001587	ENSPPAG00000031184	ENSPTRG00000000489	ENSRNOG00000008118
ENSMUSG00000001334	ENSBTAG00000002184	ENSGALG00000003567	ENSGGOG00000010035	ENSG00000160097	ENSMODG00000017392		ENSOANG00000005870	ENSPPYG00000001583	ENSPPAG00000014792	ENSPTRG00000000493	ENSRNOG00000030238
ENSMUSG00000001348	ENSBTAG00000004826	ENSGALG00000032854	ENSGGOG00000012412	ENSG00000102575	ENSMODG00000006705	ENSMMUG00000002974	ENSOANG00000013181	ENSPPYG00000029796	ENSPPAG00000022542	ENSPTRG00000010513	ENSRNOG00000046261
ENSMUSG00000001349	ENSBTAG00000011207	ENSGALG00000041266	ENSGGOG00000025569	ENSG00000130176	ENSMODG00000006688	ENSMMUG00000001473	ENSOANG00000010453	ENSPPYG00000010542	ENSPPAG00000036334	ENSPTRG00000010511	ENSRNOG00000027736
ENSMUSG00000001366	ENSBTAG00000015083	ENSGALG00000016320	ENSGGOG00000006520	ENSG00000112146	ENSMODG00000018806	ENSMMUG00000005340		ENSPPYG00000016718	ENSPPAG00000043395	ENSPTRG00000018287	ENSRNOG00000008214
ENSMUSG00000001376	ENSBTAG00000014255	ENSGALG00000009500	ENSGGOG00000022699	ENSG00000004766		ENSMMUG00000017311		ENSPPYG00000017814	ENSPPAG00000043615	ENSPTRG00000019403	
ENSMUSG00000001380	ENSBTAG00000018847			ENSG00000170445	ENSMODG00000011335	ENSMMUG00000004481	ENSOANG00000003035	ENSPPYG00000015864	ENSPPAG00000039715	ENSPTRG00000017325	ENSRNOG00000028105
ENSMUSG00000001383	ENSBTAG00000005441	ENSGALG00000041746	ENSGGOG00000005121	ENSG00000146007		ENSMMUG00000004484	ENSOANG00000007213	ENSPPYG00000015866	ENSPPAG00000034165	ENSPTRG00000017327	ENSRNOG00000016016
ENSMUSG00000001403	ENSBTAG00000016746	ENSGALG00000026380		ENSG00000175063			ENSOANG00000031758	ENSPPYG00000011071			ENSRNOG00000015131
ENSMUSG00000001415	ENSBTAG00000009435	ENSGALG00000029918	ENSGGOG00000010932	ENSG00000198952	ENSMODG00000016901	ENSMMUG00000000090	ENSOANG00000028676	ENSPPYG00000000723	ENSPPAG00000011996		ENSRNOG00000019590
ENSMUSG00000001416	ENSBTAG00000006370	ENSGALG00000039205	ENSGGOG00000023333	ENSG00000163468	ENSMODG00000016883	ENSMMUG00000019034	ENSOANG00000003511		ENSPPAG00000042161		ENSRNOG00000019090
