ensembl_gene_id	oanatinus_homolog_ensembl_gene	oanatinus_homolog_associated_gene_name	oanatinus_homolog_ensembl_peptide	oanatinus_homolog_chromosome	oanatinus_homolog_chrom_start	oanatinus_homolog_chrom_end	oanatinus_homolog_canonical_transcript_protein	oanatinus_homolog_subtype	oanatinus_homolog_orthology_type	oanatinus_homolog_perc_id	oanatinus_homolog_perc_id_r1	oanatinus_homolog_goc_score	oanatinus_homolog_wga_coverage	oanatinus_homolog_dn	oanatinus_homolog_ds	oanatinus_homolog_orthology_confidence
ENSMUSG00000064563	ENSOANG00000025614	RF00409	ENSOANT00000035739	Contig169988	723	860	ENSMUST00000082629	Euteleostomi	ortholog_many2many	61.4286	62.3188	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000027458	RF00409	ENSOANT00000037583	Contig127955	370	507	ENSMUST00000082629	Euteleostomi	ortholog_many2many	65	65.942	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000025374	RF00409	ENSOANT00000035499	Contig22900	2089	2229	ENSMUST00000082629	Euteleostomi	ortholog_many2many	50	49.6454	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000027558	RF00409	ENSOANT00000037683	4	10014672	10014828	ENSMUST00000082629	Euteleostomi	ortholog_many2many	45	40.1274	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000025501	RF00409	ENSOANT00000035626	Contig247041	578	714	ENSMUST00000082629	Euteleostomi	ortholog_many2many	62.8571	64.2336	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000025698	RF00409	ENSOANT00000035823	Ultra241	929142	929289	ENSMUST00000082629	Euteleostomi	ortholog_many2many	64.2857	60.8108	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000027896	RF00409	ENSOANT00000038021	Contig231329	291	428	ENSMUST00000082629	Euteleostomi	ortholog_many2many	63.5714	64.4928	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000025107	RF00409	ENSOANT00000035232	Contig61786	1263	1401	ENSMUST00000082629	Euteleostomi	ortholog_many2many	67.1429	67.6259	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000026267	RF00409	ENSOANT00000036392	Contig130310	230	366	ENSMUST00000082629	Euteleostomi	ortholog_many2many	61.4286	62.7737	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000028036	RF00409	ENSOANT00000038161	Contig193766	358	496	ENSMUST00000082629	Euteleostomi	ortholog_many2many	50.7143	51.0791	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000024975	RF00409	ENSOANT00000035100	Contig99985	370	507	ENSMUST00000082629	Euteleostomi	ortholog_many2many	66.4286	67.3913	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000026336	RF00409	ENSOANT00000036461	Contig146286	395	532	ENSMUST00000082629	Euteleostomi	ortholog_many2many	65.7143	66.6667	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000027823	RF00409	ENSOANT00000037948	Contig63143	32	169	ENSMUST00000082629	Euteleostomi	ortholog_many2many	67.1429	68.1159	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000027866	RF00409	ENSOANT00000037991	Contig362	478285	478431	ENSMUST00000082629	Euteleostomi	ortholog_many2many	50.7143	48.2993	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000027483	RF00409	ENSOANT00000037608	Contig86259	1054	1189	ENSMUST00000082629	Euteleostomi	ortholog_many2many	61.4286	63.2353	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000026746	RF00409	ENSOANT00000036871	Contig262439	171	307	ENSMUST00000082629	Euteleostomi	ortholog_many2many	61.4286	62.7737	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000024917	RF00409	ENSOANT00000035042	Contig54262	3264	3401	ENSMUST00000082629	Euteleostomi	ortholog_many2many	65.7143	66.6667	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000024883	RF00409	ENSOANT00000035008	Contig100098	872	1011	ENSMUST00000082629	Euteleostomi	ortholog_many2many	65.7143	65.7143	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000026834	RF00409	ENSOANT00000036959	Contig33980	1984	2121	ENSMUST00000082629	Euteleostomi	ortholog_many2many	64.2857	65.2174	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000028194	RF00409	ENSOANT00000038319	Ultra166	563523	563671	ENSMUST00000082629	Euteleostomi	ortholog_many2many	55	51.6779	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000026078	RF00409	ENSOANT00000036203	Contig29086	314	453	ENSMUST00000082629	Euteleostomi	ortholog_many2many	56.4286	56.4286	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000026964	RF00409	ENSOANT00000037089	Contig181352	417	528	ENSMUST00000082629	Euteleostomi	ortholog_many2many	46.4286	58.0357	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000027259	RF00409	ENSOANT00000037384	Contig175549	457	594	ENSMUST00000082629	Euteleostomi	ortholog_many2many	65	65.942	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000028206	RF00409	ENSOANT00000038331	Contig37889	7474	7612	ENSMUST00000082629	Euteleostomi	ortholog_many2many	50	50.3597	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000024755	RF00409	ENSOANT00000034880	Contig79511	291	427	ENSMUST00000082629	Euteleostomi	ortholog_many2many	67.8571	69.3431	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000028191	RF00409	ENSOANT00000038316	Contig128067	1	136	ENSMUST00000082629	Euteleostomi	ortholog_many2many	60.7143	62.5	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000027621	RF00409	ENSOANT00000037746	Contig3443	22751	22894	ENSMUST00000082629	Euteleostomi	ortholog_many2many	66.4286	64.5833	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000028210	RF00409	ENSOANT00000038335	Contig73797	991	1128	ENSMUST00000082629	Euteleostomi	ortholog_many2many	62.8571	63.7681	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000027484	RF00409	ENSOANT00000037609	3	31951707	31951858	ENSMUST00000082629	Euteleostomi	ortholog_many2many	47.8571	44.0789	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000026791	RF00409	ENSOANT00000036916	Contig280199	220	378	ENSMUST00000082629	Euteleostomi	ortholog_many2many	46.4286	40.8805	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000027048	RF00409	ENSOANT00000037173	Contig52233	26	141	ENSMUST00000082629	Euteleostomi	ortholog_many2many	50.7143	61.2069	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000026921	RF00409	ENSOANT00000037046	Contig74307	828	960	ENSMUST00000082629	Euteleostomi	ortholog_many2many	64.2857	67.6692	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000027526	RF00409	ENSOANT00000037651	Contig68022	507	644	ENSMUST00000082629	Euteleostomi	ortholog_many2many	62.8571	63.7681	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000027386	RF00409	ENSOANT00000037511	Contig123525	69	209	ENSMUST00000082629	Euteleostomi	ortholog_many2many	60.7143	60.2837	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000025052	RF00409	ENSOANT00000035177	Contig32715	4014	4154	ENSMUST00000082629	Euteleostomi	ortholog_many2many	67.8571	67.3759	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000027931	RF00409	ENSOANT00000038056	Contig267477	422	559	ENSMUST00000082629	Euteleostomi	ortholog_many2many	62.8571	63.7681	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000026124	RF00409	ENSOANT00000036249	Contig40712	566	703	ENSMUST00000082629	Euteleostomi	ortholog_many2many	62.1429	63.0435	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000027973	RF00409	ENSOANT00000038098	Contig226099	436	573	ENSMUST00000082629	Euteleostomi	ortholog_many2many	67.1429	68.1159	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000024812	RF00409	ENSOANT00000034937	Contig45757	1355	1492	ENSMUST00000082629	Euteleostomi	ortholog_many2many	63.5714	64.4928	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000026484	RF00409	ENSOANT00000036609	Contig49902	1530	1673	ENSMUST00000082629	Euteleostomi	ortholog_many2many	66.4286	64.5833	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000027362	RF00409	ENSOANT00000037487	Contig178213	637	770	ENSMUST00000082629	Euteleostomi	ortholog_many2many	67.1429	70.1493	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000028144	RF00409	ENSOANT00000038269	Ultra514	19358956	19359108	ENSMUST00000082629	Euteleostomi	ortholog_many2many	52.8571	48.366	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000024587	RF00409	ENSOANT00000034712	Contig160323	76	213	ENSMUST00000082629	Euteleostomi	ortholog_many2many	62.1429	63.0435	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000028002	RF00409	ENSOANT00000038127	Contig138596	909	1044	ENSMUST00000082629	Euteleostomi	ortholog_many2many	65.7143	67.6471	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000026221	RF00409	ENSOANT00000036346	Contig286434	541	678	ENSMUST00000082629	Euteleostomi	ortholog_many2many	64.2857	65.2174	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000025008	RF00409	ENSOANT00000035133	Contig31835	7611	7753	ENSMUST00000082629	Euteleostomi	ortholog_many2many	67.1429	65.7343	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000026623	RF00409	ENSOANT00000036748	Contig233757	319	456	ENSMUST00000082629	Euteleostomi	ortholog_many2many	65.7143	66.6667	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000026991	RF00409	ENSOANT00000037116	Contig11434	14965	15108	ENSMUST00000082629	Euteleostomi	ortholog_many2many	64.2857	62.5	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000027601	RF00409	ENSOANT00000037726	Contig110332	783	918	ENSMUST00000082629	Euteleostomi	ortholog_many2many	47.8571	49.2647	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000026338	RF00409	ENSOANT00000036463	Contig295267	421	558	ENSMUST00000082629	Euteleostomi	ortholog_many2many	65	65.942	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000025198	RF00409	ENSOANT00000035323	Contig159730	118	257	ENSMUST00000082629	Euteleostomi	ortholog_many2many	62.8571	62.8571	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000025591	RF00409	ENSOANT00000035716	Contig155194	192	329	ENSMUST00000082629	Euteleostomi	ortholog_many2many	66.4286	67.3913	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000027507	RF00409	ENSOANT00000037632	Contig64993	494	631	ENSMUST00000082629	Euteleostomi	ortholog_many2many	66.4286	67.3913	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000025184	RF00409	ENSOANT00000035309	Contig228918	135	272	ENSMUST00000082629	Euteleostomi	ortholog_many2many	69.2857	70.2899	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000028019	RF00409	ENSOANT00000038144	Contig213989	119	256	ENSMUST00000082629	Euteleostomi	ortholog_many2many	63.5714	64.4928	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000026841	RF00409	ENSOANT00000036966	Contig20255	10511	10652	ENSMUST00000082629	Euteleostomi	ortholog_many2many	61.4286	60.5634	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000027631	RF00409	ENSOANT00000037756	Contig127598	788	926	ENSMUST00000082629	Euteleostomi	ortholog_many2many	70	70.5036	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000024709	RF00409	ENSOANT00000034834	Contig190538	779	916	ENSMUST00000082629	Euteleostomi	ortholog_many2many	61.4286	62.3188	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000028089	RF00409	ENSOANT00000038214	Contig34614	2927	3065	ENSMUST00000082629	Euteleostomi	ortholog_many2many	55	55.3957	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000026166	RF00409	ENSOANT00000036291	Contig41164	819	958	ENSMUST00000082629	Euteleostomi	ortholog_many2many	66.4286	66.4286	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000024839	RF00409	ENSOANT00000034964	Contig72837	1877	2015	ENSMUST00000082629	Euteleostomi	ortholog_many2many	66.4286	66.9065	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000026882	RF00409	ENSOANT00000037007	Contig235028	488	624	ENSMUST00000082629	Euteleostomi	ortholog_many2many	62.1429	63.5037	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000027738	RF00409	ENSOANT00000037863	2	43606919	43607075	ENSMUST00000082629	Euteleostomi	ortholog_many2many	50	44.586	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000024878	RF00409	ENSOANT00000035003	Contig166775	875	1012	ENSMUST00000082629	Euteleostomi	ortholog_many2many	63.5714	64.4928	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000025412	RF00409	ENSOANT00000035537	Contig84813	879	1018	ENSMUST00000082629	Euteleostomi	ortholog_many2many	58.5714	58.5714	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000027084	RF00409	ENSOANT00000037209	Contig162482	54	197	ENSMUST00000082629	Euteleostomi	ortholog_many2many	60.7143	59.0278	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000025536	RF00409	ENSOANT00000035661	Ultra491	413033	413181	ENSMUST00000082629	Euteleostomi	ortholog_many2many	60.7143	57.047	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000024865	RF00409	ENSOANT00000034990	Contig33012	4062	4200	ENSMUST00000082629	Euteleostomi	ortholog_many2many	64.2857	64.7482	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000024511	RF00409	ENSOANT00000034636	Contig44101	2611	2748	ENSMUST00000082629	Euteleostomi	ortholog_many2many	67.8571	68.8406	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000024725	RF00409	ENSOANT00000034850	Contig37734	295	433	ENSMUST00000082629	Euteleostomi	ortholog_many2many	67.1429	67.6259	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000027231	RF00409	ENSOANT00000037356	Contig110904	780	918	ENSMUST00000082629	Euteleostomi	ortholog_many2many	62.8571	63.3094	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000027632	RF00409	ENSOANT00000037757	5	2383676	2383829	ENSMUST00000082629	Euteleostomi	ortholog_many2many	39.2857	35.7143	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000027068	RF00409	ENSOANT00000037193	Contig58218	1434	1570	ENSMUST00000082629	Euteleostomi	ortholog_many2many	66.4286	67.8832	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000025527	RF00409	ENSOANT00000035652	Contig78991	226	364	ENSMUST00000082629	Euteleostomi	ortholog_many2many	66.4286	66.9065	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000028102	RF00409	ENSOANT00000038227	Ultra514	19358307	19358459	ENSMUST00000082629	Euteleostomi	ortholog_many2many	53.5714	49.0196	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000024573	RF00409	ENSOANT00000034698	Contig63639	670	807	ENSMUST00000082629	Euteleostomi	ortholog_many2many	63.5714	64.4928	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000025864	RF00409	ENSOANT00000035989	Contig48214	2568	2705	ENSMUST00000082629	Euteleostomi	ortholog_many2many	66.4286	67.3913	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000025396	RF00409	ENSOANT00000035521	Contig148237	396	533	ENSMUST00000082629	Euteleostomi	ortholog_many2many	65.7143	66.6667	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000025566	RF00409	ENSOANT00000035691	Contig230577	982	1119	ENSMUST00000082629	Euteleostomi	ortholog_many2many	66.4286	67.3913	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000027920	RF00409	ENSOANT00000038045	Contig112835	409	544	ENSMUST00000082629	Euteleostomi	ortholog_many2many	64.2857	66.1765	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000028027	RF00409	ENSOANT00000038152	Contig89643	961	1108	ENSMUST00000082629	Euteleostomi	ortholog_many2many	64.2857	60.8108	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000025845	RF00409	ENSOANT00000035970	Contig64080	1647	1794	ENSMUST00000082629	Euteleostomi	ortholog_many2many	70.7143	66.8919	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000026860	RF00409	ENSOANT00000036985	Contig23748	5578	5729	ENSMUST00000082629	Euteleostomi	ortholog_many2many	47.8571	44.0789	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000025420	RF00409	ENSOANT00000035545	Contig273026	496	632	ENSMUST00000082629	Euteleostomi	ortholog_many2many	62.1429	63.5037	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000025206	RF00409	ENSOANT00000035331	Contig90062	409	548	ENSMUST00000082629	Euteleostomi	ortholog_many2many	64.2857	64.2857	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000028142	RF00409	ENSOANT00000038267	3	51546707	51546864	ENSMUST00000082629	Euteleostomi	ortholog_many2many	61.4286	54.4304	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000027124	RF00409	ENSOANT00000037249	Contig82872	562	697	ENSMUST00000082629	Euteleostomi	ortholog_many2many	63.5714	65.4412	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000027152	RF00409	ENSOANT00000037277	Contig110445	257	388	ENSMUST00000082629	Euteleostomi	ortholog_many2many	64.2857	68.1818	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000027609	RF00409	ENSOANT00000037734	X5	23699284	23699432	ENSMUST00000082629	Euteleostomi	ortholog_many2many	46.4286	43.6242	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000027629	RF00409	ENSOANT00000037754	5	1752559	1752716	ENSMUST00000082629	Euteleostomi	ortholog_many2many	42.1429	37.3418	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000026902	RF00409	ENSOANT00000037027	Contig48722	686	843	ENSMUST00000082629	Euteleostomi	ortholog_many2many	50.7143	44.9367	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000024459	RF00409	ENSOANT00000034584	Contig157506	732	875	ENSMUST00000082629	Euteleostomi	ortholog_many2many	51.4286	50	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000026925	RF00409	ENSOANT00000037050	Contig164296	227	364	ENSMUST00000082629	Euteleostomi	ortholog_many2many	65.7143	66.6667	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000027253	RF00409	ENSOANT00000037378	Contig144732	300	436	ENSMUST00000082629	Euteleostomi	ortholog_many2many	64.2857	65.6934	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000026452	RF00409	ENSOANT00000036577	Contig84178	457	594	ENSMUST00000082629	Euteleostomi	ortholog_many2many	65	65.942	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000026988	RF00409	ENSOANT00000037113	Contig48675	3230	3368	ENSMUST00000082629	Euteleostomi	ortholog_many2many	54.2857	54.6763	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000027007	RF00409	ENSOANT00000037132	Contig197761	550	685	ENSMUST00000082629	Euteleostomi	ortholog_many2many	62.1429	63.9706	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000027110	RF00409	ENSOANT00000037235	Contig42848	85	222	ENSMUST00000082629	Euteleostomi	ortholog_many2many	55	55.7971	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000026260	RF00409	ENSOANT00000036385	7	947643	947791	ENSMUST00000082629	Euteleostomi	ortholog_many2many	67.8571	63.7584	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000027605	RF00409	ENSOANT00000037730	Ultra173	2743202	2743358	ENSMUST00000082629	Euteleostomi	ortholog_many2many	63.5714	56.6879	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000027872	RF00409	ENSOANT00000037997	7	38950915	38951071	ENSMUST00000082629	Euteleostomi	ortholog_many2many	54.2857	48.4076	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000026030	RF00409	ENSOANT00000036155	Contig181063	40	180	ENSMUST00000082629	Euteleostomi	ortholog_many2many	66.4286	65.9574	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000024958	RF00409	ENSOANT00000035083	Contig15882	17134	17282	ENSMUST00000082629	Euteleostomi	ortholog_many2many	68.5714	64.4295	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000028168	RF00409	ENSOANT00000038293	Contig51667	336	472	ENSMUST00000082629	Euteleostomi	ortholog_many2many	62.8571	64.2336	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000023657	RF00409	ENSOANT00000033781	Contig165935	195	332	ENSMUST00000082629	Euteleostomi	ortholog_many2many	68.5714	69.5652	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000025011	RF00409	ENSOANT00000035136	Contig48816	4868	5006	ENSMUST00000082629	Euteleostomi	ortholog_many2many	62.8571	63.3094	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000025880	RF00409	ENSOANT00000036005	Contig182667	500	636	ENSMUST00000082629	Euteleostomi	ortholog_many2many	60	61.3139	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000024858	RF00409	ENSOANT00000034983	Contig292675	484	622	ENSMUST00000082629	Euteleostomi	ortholog_many2many	64.2857	64.7482	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000026959	RF00409	ENSOANT00000037084	Ultra284	76017	76171	ENSMUST00000082629	Euteleostomi	ortholog_many2many	67.1429	60.6452	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000024884	RF00409	ENSOANT00000035009	Contig155536	351	490	ENSMUST00000082629	Euteleostomi	ortholog_many2many	67.1429	67.1429	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000026878	RF00409	ENSOANT00000037003	Contig6824	22570	22712	ENSMUST00000082629	Euteleostomi	ortholog_many2many	50	48.951	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000023174	RF00409	ENSOANT00000033298	Contig78614	3333	3470	ENSMUST00000082629	Euteleostomi	ortholog_many2many	69.2857	70.2899	NA	NA	NA	NA	0
ENSMUSG00000064563	ENSOANG00000028062	RF00409	ENSOANT00000038187	Contig176564	650	784	ENSMUST00000082629	Euteleostomi	ortholog_many2many	63.5714	65.9259	NA	NA	NA	NA	0
ENSMUSG00000024778	ENSOANG00000028548		ENSOANP00000031275	Contig26745	4436	10214	ENSMUSP00000025691	Mammalia	ortholog_one2one	12.844	36.8421	0	13.84	NA	NA	0
ENSMUSG00000065492	ENSOANG00000016474	MIR34B	ENSOANT00000025617	Contig8579	9802	9885	ENSMUST00000083558	Mammalia	ortholog_one2one	85.7143	85.7143	NA	100	NA	NA	1
ENSMUSG00000064671	ENSOANG00000019089	RF00302	ENSOANT00000028218	Contig33729	3100	3230	ENSMUST00000082737	Amniota	ortholog_many2many	76.7442	75.5725	NA	97.69	NA	NA	1
ENSMUSG00000064671	ENSOANG00000017269	RF00302	ENSOANT00000026411	Contig220234	415	545	ENSMUST00000082737	Amniota	ortholog_many2many	76.7442	75.5725	NA	NA	NA	NA	0
ENSMUSG00000052928	ENSOANG00000001337	CTIF	ENSOANP00000002134	3	21504738	21769625	ENSMUSP00000129974	Mammalia	ortholog_one2one	67.7368	76.867	50	28.14	NA	NA	0
ENSMUSG00000025014	ENSOANG00000005141	DNTT	ENSOANP00000008180	Ultra97	389787	430592	ENSMUSP00000062078	Mammalia	ortholog_one2one	63.9623	65.8252	50	82.65	NA	NA	1
ENSMUSG00000088189	ENSOANG00000018556	RF00420	ENSOANT00000027688	Contig24898	7264	7391	ENSMUST00000157564	Mammalia	ortholog_many2many	53.7815	50	NA	NA	NA	NA	0
ENSMUSG00000088189	ENSOANG00000017441	RF00420	ENSOANT00000026581	Contig65777	3161	3288	ENSMUST00000157564	Mammalia	ortholog_many2many	51.2605	47.6562	NA	NA	NA	NA	0
ENSMUSG00000089188	ENSOANG00000019198	RF00156	ENSOANT00000028327	Ultra401	7215	7349	ENSMUST00000158563	Vertebrata	ortholog_many2many	64.5161	59.2593	NA	92.8	NA	NA	1
ENSMUSG00000089188	ENSOANG00000018997	RF00156	ENSOANT00000028126	Ultra401	6423	6556	ENSMUST00000158563	Vertebrata	ortholog_many2many	59.6774	55.2239	NA	NA	NA	NA	0
ENSMUSG00000036961	ENSOANG00000011077		ENSOANP00000017544	Contig3758	3447	11600	ENSMUSP00000042867	Mammalia	ortholog_one2one	85.0543	89.6848	0	55.34	NA	NA	0
ENSMUSG00000024256	ENSOANG00000006814		ENSOANP00000010866	Contig1815	45022	54946	ENSMUSP00000067057	Mammalia	ortholog_one2one	41.7143	40.7821	0	65.03	NA	NA	0
ENSMUSG00000087916	ENSOANG00000019198	RF00156	ENSOANT00000028327	Ultra401	7215	7349	ENSMUST00000157291	Vertebrata	ortholog_many2many	62.3932	54.0741	NA	100	NA	NA	1
ENSMUSG00000087916	ENSOANG00000018997	RF00156	ENSOANT00000028126	Ultra401	6423	6556	ENSMUST00000157291	Vertebrata	ortholog_many2many	58.1197	50.7463	NA	NA	NA	NA	0
ENSMUSG00000089247	ENSOANG00000023630	RF00612	ENSOANT00000033754	Ultra341	3114500	3114570	ENSMUST00000158622	Amniota	ortholog_many2many	50.6667	53.5211	NA	NA	NA	NA	0
ENSMUSG00000089247	ENSOANG00000024268	RF00612	ENSOANT00000034392	Ultra341	3116776	3116843	ENSMUST00000158622	Amniota	ortholog_many2many	52	57.3529	NA	NA	NA	NA	0
ENSMUSG00000038059	ENSOANG00000014588	SMIM3	ENSOANP00000022978	X1	28595831	28596019	ENSMUSP00000039285	Mammalia	ortholog_one2one	66.6667	64.5161	50	100	NA	NA	1
ENSMUSG00000077575	ENSOANG00000018540	RF00334	ENSOANT00000027672	Ultra707	66756	66890	ENSMUST00000104387	Euteleostomi	ortholog_many2many	75.3846	72.5926	NA	99.25	NA	NA	1
ENSMUSG00000077575	ENSOANG00000025774	RF00334	ENSOANT00000035899	Contig2806	74911	75023	ENSMUST00000104387	Euteleostomi	ortholog_many2many	62.3077	71.6814	NA	NA	NA	NA	0
ENSMUSG00000025172	ENSOANG00000003462	ANKRD2	ENSOANP00000005483	Contig20771	3187	7191	ENSMUSP00000026172	Mammalia	ortholog_one2one	66.7683	79.927	0	91.38	NA	NA	1
ENSMUSG00000064455	ENSOANG00000027608	RF00001	ENSOANT00000037733	Contig221461	4	55	ENSMUST00000082521	Tetrapoda	ortholog_one2one	40	80.7692	NA	NA	NA	NA	0
ENSMUSG00000096826	ENSOANG00000000471		ENSOANP00000000751	Contig6869	44798	46314	ENSMUSP00000137284	Mammalia	ortholog_one2many	34.1667	39.0476	25	48.04	NA	NA	0
