ensembl_gene_id	ggallus_homolog_ensembl_gene	ggallus_homolog_associated_gene_name	ggallus_homolog_ensembl_peptide	ggallus_homolog_chromosome	ggallus_homolog_chrom_start	ggallus_homolog_chrom_end	ggallus_homolog_canonical_transcript_protein	ggallus_homolog_subtype	ggallus_homolog_orthology_type	ggallus_homolog_perc_id	ggallus_homolog_perc_id_r1	ggallus_homolog_goc_score	ggallus_homolog_wga_coverage	ggallus_homolog_dn	ggallus_homolog_ds	ggallus_homolog_orthology_confidence
ENSMUSG00000094624	ENSGALG00000012766		ENSGALP00000020802	1	55616634	55625686	ENSMUSP00000137394	Amniota	ortholog_one2many	16.5094	14.7059	50	NA	NA	NA	0
ENSMUSG00000041594	ENSGALG00000016870	TMTC4	ENSGALP00000027206	1	143892182	143945330	ENSMUSP00000046368	Amniota	ortholog_one2one	82.5911	82.7027	100	100	NA	NA	1
ENSMUSG00000043410	ENSGALG00000006091	HFM1	ENSGALP00000009813	8	14585997	14605147	ENSMUSP00000108310	Amniota	ortholog_one2one	40.1674	62.8821	100	69.55	NA	NA	1
ENSMUSG00000063672	ENSGALG00000018503	NKX6-3	ENSGALP00000017079	22	2639464	2641010	ENSMUSP00000071517	Euteleostomi	ortholog_one2one	77.4809	78.3784	100	63.01	NA	NA	1
ENSMUSG00000040396	ENSGALG00000016853	ABHD13	ENSGALP00000062098	1	140167720	140175705	ENSMUSP00000116130	Amniota	ortholog_one2one	93.7685	86.8132	75	51.66	NA	NA	1
ENSMUSG00000026421	ENSGALG00000000318	CSRP1	ENSGALP00000000423	26	512935	772333	ENSMUSP00000095169	Vertebrata	ortholog_one2one	90.6736	91.1458	0	100	NA	NA	1
ENSMUSG00000024542	ENSGALG00000035625	CEP192	ENSGALP00000055928	2	97142592	97198921	ENSMUSP00000025425	Amniota	ortholog_one2one	40.4535	40.0394	100	50	NA	NA	1
ENSMUSG00000024211	ENSGALG00000039403	GRM8	ENSGALP00000051876	1	20929341	21246163	ENSMUSP00000110978	Amniota	ortholog_one2one	94.6035	94.6035	50	100	NA	NA	1
ENSMUSG00000046618	ENSGALG00000001048	OLFML2A	ENSGALP00000001568	17	9999213	10004942	ENSMUSP00000058761	Amniota	ortholog_one2one	61.0866	66.6667	75	78.93	NA	NA	1
ENSMUSG00000034460	ENSGALG00000017389	SIX4	ENSGALP00000028023	5	54464360	54470719	ENSMUSP00000036150	Amniota	ortholog_one2one	72.2581	64	100	100	NA	NA	1
ENSMUSG00000007805	ENSGALG00000004274	TWIST2	ENSGALP00000006787	7	6127472	6157943	ENSMUSP00000139531	Amniota	ortholog_one2one	96.25	96.25	100	100	NA	NA	1
ENSMUSG00000027015	ENSGALG00000030703	CYBRD1	ENSGALP00000050119	7	18094028	18102411	ENSMUSP00000028403	Amniota	ortholog_one2one	62.7586	62.9758	100	88.05	NA	NA	1
ENSMUSG00000002608	ENSGALG00000032223	CCDC97	ENSGALP00000047149	AADN04001188.1	19984	23374	ENSMUSP00000002683	Sarcopterygii	ortholog_one2one	44.4118	32.4034	50	35.99	NA	NA	1
ENSMUSG00000040543	ENSGALG00000006034	PITPNM3	ENSGALP00000009702	19	9859678	9900318	ENSMUSP00000074737	Amniota	ortholog_one2one	75.0513	75.4386	75	42.84	NA	NA	1
ENSMUSG00000099937	ENSGALG00000025212	RF00548	ENSGALT00000042125	4	21010293	21010422	ENSMUST00000191518	Amniota	ortholog_many2many	17.0886	20.7692	NA	NA	NA	NA	0
ENSMUSG00000099937	ENSGALG00000024628	RF00548	ENSGALT00000041541	23	2256797	2256923	ENSMUST00000191518	Amniota	ortholog_many2many	15.8228	19.685	NA	90.99	NA	NA	0
ENSMUSG00000035212	ENSGALG00000011047	LEPROT	ENSGALP00000064653	8	28417186	28423038	ENSMUSP00000030254	Amniota	ortholog_one2one	63.3588	62.406	100	100	NA	NA	1
ENSMUSG00000024497	ENSGALG00000043334	POU4F3	ENSGALP00000050975	13	17943050	17943784	ENSMUSP00000025374	Euteleostomi	ortholog_one2one	56.213	77.8689	100	100	NA	NA	1
ENSMUSG00000071531	ENSGALG00000002048	GPRIN2	ENSGALP00000003179	6	2740219	2743202	ENSMUSP00000154640	Sarcopterygii	ortholog_one2one	35.1648	26.4463	50	50	NA	NA	1
ENSMUSG00000036686	ENSGALG00000041008		ENSGALP00000052503	KQ759570.1	7088	11411	ENSMUSP00000046449	Euteleostomi	ortholog_one2one	13.0435	32.626	0	30.89	NA	NA	0
ENSMUSG00000039164	ENSGALG00000027734	NAIF1	ENSGALP00000041923	17	5358185	5361997	ENSMUSP00000048764	Amniota	ortholog_one2one	71.5596	71.3415	75	99.72	NA	NA	1
ENSMUSG00000034807	ENSGALG00000036518		ENSGALP00000048666	KQ759582.1	1818	17045	ENSMUSP00000047923	Amniota	ortholog_one2many	33.8736	59.2068	0	47.73	NA	NA	0
ENSMUSG00000034807	ENSGALG00000043351		ENSGALP00000047853	AADN04007854.1	3003	8652	ENSMUSP00000047923	Amniota	ortholog_one2many	31.2804	83.5498	0	NA	NA	NA	0
ENSMUSG00000029309	ENSGALG00000010929	SPARCL1	ENSGALP00000017757	4	46000965	46014013	ENSMUSP00000031249	Amniota	ortholog_one2one	33.6923	31.9242	100	50	NA	NA	1
ENSMUSG00000027001	ENSGALG00000043268	DUSP19	ENSGALP00000050121	7	2232573	2238976	ENSMUSP00000028384	Amniota	ortholog_one2one	55.4545	55.7078	75	61.31	NA	NA	1
ENSMUSG00000017843	ENSGALG00000029996	PPP2R5C	ENSGALP00000046266	5	49461041	49507757	ENSMUSP00000082053	Amniota	ortholog_one2one	93.7023	93.7023	100	100	NA	NA	1
ENSMUSG00000032216	ENSGALG00000004347	NEDD4	ENSGALP00000006925	10	7728653	7801085	ENSMUSP00000034740	Amniota	ortholog_one2one	72.0406	70.8426	100	97.95	NA	NA	1
ENSMUSG00000026819	ENSGALG00000005095	SLC25A25	ENSGALP00000008158	17	5334872	5342323	ENSMUSP00000028160	Amniota	ortholog_one2one	78.7938	79.7244	50	100	NA	NA	1
ENSMUSG00000019806	ENSGALG00000013780	AIG1	ENSGALP00000022339	3	52657464	52777747	ENSMUSP00000019942	Amniota	ortholog_one2one	70.229	77.3109	100	100	NA	NA	1
ENSMUSG00000064210	ENSGALG00000009638	ANO6	ENSGALP00000015678	1	30560077	30668939	ENSMUSP00000071770	Amniota	ortholog_one2one	74.3139	69.8658	100	100	NA	NA	1
ENSMUSG00000030376	ENSGALG00000038065		ENSGALP00000058503	AADN04000872.1	39806	44573	ENSMUSP00000147497	Euteleostomi	ortholog_one2many	58.8491	60.4911	50	76.88	NA	NA	1
ENSMUSG00000030376	ENSGALG00000040204		ENSGALP00000047249	KQ759633.1	6635	9355	ENSMUSP00000147497	Euteleostomi	ortholog_one2many	44.5168	69.7279	0	5.15	NA	NA	0
ENSMUSG00000032312	ENSGALG00000031270	CSK	ENSGALP00000057776	10	2358674	2362234	ENSMUSP00000034863	Amniota	ortholog_one2one	93.5556	93.5556	75	100	NA	NA	1
ENSMUSG00000068794	ENSGALG00000010259	COL28A1	ENSGALP00000017302	2	24735576	24796883	ENSMUSP00000111199	Amniota	ortholog_one2one	52.5855	52.6316	100	100	NA	NA	1
ENSMUSG00000026158	ENSGALG00000015951	OGFRL1	ENSGALP00000025660	3	82683136	82692296	ENSMUSP00000027343	Amniota	ortholog_one2one	65.7328	46.7791	0	94.62	NA	NA	1
ENSMUSG00000032968	ENSGALG00000029515		ENSGALP00000049455	7	22169008	22170686	ENSMUSP00000040310	Amniota	ortholog_one2many	46.4481	51.6717	75	50	NA	NA	1
ENSMUSG00000032968	ENSGALG00000011234	INHA	ENSGALP00000018301	7	22176226	22177904	ENSMUSP00000040310	Amniota	ortholog_one2many	46.4481	51.6717	75	87.63	NA	NA	1
ENSMUSG00000047230	ENSGALG00000007311	CLDN2	ENSGALP00000011818	4	10991217	10993740	ENSMUSP00000054219	Amniota	ortholog_one2one	66.5217	67.4009	0	100	NA	NA	1
ENSMUSG00000106892	ENSGALG00000017083	KATNAL1	ENSGALP00000027543	1	175241250	175277555	ENSMUSP00000120502	Euteleostomi	ortholog_one2many	0	0	100	16.58	NA	NA	0
ENSMUSG00000026999	ENSGALG00000046158		ENSGALP00000062376	AADN04006017.1	7585	10997	ENSMUSP00000028382	Amniota	ortholog_many2many	46.7692	74.5098	0	34.15	NA	NA	0
ENSMUSG00000026999	ENSGALG00000002689		ENSGALP00000004227	7	2224675	2232347	ENSMUSP00000028382	Amniota	ortholog_many2many	81.2308	81.2308	75	56.99	NA	NA	1
ENSMUSG00000005299	ENSGALG00000015706	LETM1	ENSGALP00000025284	4	83900843	83923967	ENSMUSP00000005431	Amniota	ortholog_one2one	71.9512	70.3311	100	66.33	NA	NA	1
ENSMUSG00000062991	ENSGALG00000015422	NRG1	ENSGALP00000024830	Z	53958209	54246724	ENSMUSP00000073546	Tetrapoda	ortholog_one2one	76	77.6642	25	78.4	NA	NA	1
ENSMUSG00000041298	ENSGALG00000017083	KATNAL1	ENSGALP00000027543	1	175241250	175277555	ENSMUSP00000043210	Euteleostomi	ortholog_one2many	51.0246	94.6768	75	100	NA	NA	1
ENSMUSG00000031497	ENSGALG00000029577		ENSGALP00000064316	AADN04002707.1	3847	4646	ENSMUSP00000146694	Amniota	ortholog_one2many	26.2136	62.7907	0	NA	NA	NA	0
ENSMUSG00000031497	ENSGALG00000045364		ENSGALP00000062791	1	140045888	140046687	ENSMUSP00000146694	Amniota	ortholog_one2many	26.2136	62.7907	25	53.81	NA	NA	1
ENSMUSG00000031497	ENSGALG00000016852	TNFSF13B	ENSGALP00000027177	1	140144843	140158209	ENSMUSP00000146694	Amniota	ortholog_one2many	43.0421	46.1806	75	19.52	NA	NA	1
ENSMUSG00000042520	ENSGALG00000024094	UBAP2L	ENSGALP00000057127	25	2126269	2147947	ENSMUSP00000066138	Tetrapoda	ortholog_one2one	88.759	88.125	75	100	NA	NA	1
ENSMUSG00000095979	ENSGALG00000012766		ENSGALP00000020802	1	55616634	55625686	ENSMUSP00000139400	Amniota	ortholog_one2many	28.3784	26.4706	50	NA	NA	NA	1
ENSMUSG00000022671	ENSGALG00000035749		ENSGALP00000045819	10	769088	777282	ENSMUSP00000023351	Amniota	ortholog_one2one	47.1698	52.4476	0	78.34	NA	NA	1
ENSMUSG00000031529	ENSGALG00000043164	TNKS	ENSGALP00000047328	4	49701547	49808051	ENSMUSP00000033929	Euteleostomi	ortholog_one2one	88.5606	92.1198	50	99.98	NA	NA	1
ENSMUSG00000037300	ENSGALG00000032780	TTC13	ENSGALP00000045594	3	40680767	40717054	ENSMUSP00000038484	Amniota	ortholog_one2one	80.8959	72.5768	100	100	NA	NA	1
ENSMUSG00000042861	ENSGALG00000000441	KCNA10	ENSGALP00000000597	26	1427486	1429339	ENSMUSP00000088118	Amniota	ortholog_one2one	78.0822	77.3256	100	100	NA	NA	1
ENSMUSG00000043157	ENSGALG00000022733	ARL11	ENSGALP00000064794	1	169272625	169273914	ENSMUSP00000153531	Amniota	ortholog_one2one	55.1136	51.3228	50	95.79	NA	NA	1
ENSMUSG00000096457	ENSGALG00000012766		ENSGALP00000020802	1	55616634	55625686	ENSMUSP00000074848	Amniota	ortholog_one2many	16.5094	14.7059	50	NA	NA	NA	0
ENSMUSG00000025188	ENSGALG00000017419	HPS1	ENSGALP00000038767	6	22233951	22239235	ENSMUSP00000125662	Amniota	ortholog_one2one	59.691	60.5413	100	100	NA	NA	1
ENSMUSG00000024981	ENSGALG00000008840	ACSL5	ENSGALP00000041770	6	26724692	26741477	ENSMUSP00000046585	Euteleostomi	ortholog_one2one	69.5461	69.5461	100	92.01	NA	NA	1
ENSMUSG00000025287	ENSGALG00000016351	ACOT9	ENSGALP00000045026	1	118326154	118347013	ENSMUSP00000026324	Amniota	ortholog_one2many	64.6925	66.8235	75	88.44	NA	NA	1
ENSMUSG00000026972	ENSGALG00000008475	ARRDC1	ENSGALP00000013796	17	2456073	2482710	ENSMUSP00000028349	Amniota	ortholog_one2one	65.2074	67.2209	50	98.93	NA	NA	1
ENSMUSG00000025478	ENSGALG00000010490	DPYSL4	ENSGALP00000059086	6	34911697	34923846	ENSMUSP00000026551	Amniota	ortholog_one2one	81.8182	71.7791	100	97.85	NA	NA	1
ENSMUSG00000036160	ENSGALG00000038413	SURF6	ENSGALP00000054830	17	7331475	7334214	ENSMUSP00000048457	Amniota	ortholog_one2one	47.8873	47.7528	50	91	NA	NA	1
ENSMUSG00000020580	ENSGALG00000016451	ROCK2	ENSGALP00000026490	3	97626764	97719380	ENSMUSP00000020904	Amniota	ortholog_one2one	89.6974	89.504	100	99.35	NA	NA	1
ENSMUSG00000009076	ENSGALG00000008070	ZMAT5	ENSGALP00000013088	15	11094808	11107741	ENSMUSP00000009220	Amniota	ortholog_one2one	74.1176	74.1176	100	100	NA	NA	1
ENSMUSG00000000420	ENSGALG00000013135	GALNT1	ENSGALP00000021411	2	84076731	84150796	ENSMUSP00000132142	Amniota	ortholog_one2one	96.9589	96.9589	75	94.21	NA	NA	1
ENSMUSG00000030539	ENSGALG00000008297	SEMA4B	ENSGALP00000013496	10	20062321	20073649	ENSMUSP00000032754	Amniota	ortholog_one2one	58.5662	58.4242	100	92.6	NA	NA	1
ENSMUSG00000024732	ENSGALG00000036935	CCDC86	ENSGALP00000051242	AADN04000990.1	19914	21799	ENSMUSP00000025639	Amniota	ortholog_one2one	23.9437	56.044	50	50	NA	NA	0
ENSMUSG00000041650	ENSGALG00000016872	PCCA	ENSGALP00000027209	1	143981590	144252563	ENSMUSP00000038763	Amniota	ortholog_one2one	80.3867	81.6269	100	89.96	NA	NA	1
ENSMUSG00000024924	ENSGALG00000010166	VLDLR	ENSGALP00000016512	Z	26557585	26572292	ENSMUSP00000127329	Amniota	ortholog_one2one	78.8087	79.7219	100	98.24	NA	NA	1
ENSMUSG00000076674	ENSGALG00000040159		ENSGALP00000052695	10	599661	601066	ENSMUSP00000100264	Amniota	ortholog_one2many	33.5878	25	50	NA	NA	NA	1
ENSMUSG00000039244	ENSGALG00000034380	C7orf26	ENSGALP00000055544	14	12372238	12378779	ENSMUSP00000041800	Amniota	ortholog_one2one	87.2768	86.6962	0	99.97	NA	NA	1
ENSMUSG00000028439	ENSGALG00000005821	FAM219A	ENSGALP00000009336	Z	7676383	7770624	ENSMUSP00000103687	Amniota	ortholog_one2one	94.6429	86.8852	100	100	NA	NA	1
ENSMUSG00000031878	ENSGALG00000038957	NAE1	ENSGALP00000050474	11	11466188	11491415	ENSMUSP00000034349	Amniota	ortholog_one2one	85.0187	84.8598	100	98.64	NA	NA	1
ENSMUSG00000039391	ENSGALG00000037474		ENSGALP00000051445	AADN04005784.1	4385	8765	ENSMUSP00000044087	Amniota	ortholog_one2many	17.1254	18.7291	0	NA	NA	NA	0
ENSMUSG00000039391	ENSGALG00000046363		ENSGALP00000064196	Z	64670173	64675433	ENSMUSP00000044087	Amniota	ortholog_one2many	16.055	20.7921	25	NA	NA	NA	0
ENSMUSG00000039391	ENSGALG00000046545		ENSGALP00000058716	AADN04006323.1	6717	7860	ENSMUSP00000044087	Amniota	ortholog_one2many	5.65749	21.0227	0	NA	NA	NA	0
ENSMUSG00000039391	ENSGALG00000044560		ENSGALP00000061005	AADN04002985.1	15221	16368	ENSMUSP00000044087	Amniota	ortholog_one2many	5.8104	20.8791	0	NA	NA	NA	0
ENSMUSG00000039391	ENSGALG00000046266		ENSGALP00000060312	AADN04018570.1	1468	2615	ENSMUSP00000044087	Amniota	ortholog_one2many	5.8104	20.8791	0	NA	NA	NA	0
ENSMUSG00000039391	ENSGALG00000036392		ENSGALP00000057711	AADN04001466.1	5662	9750	ENSMUSP00000044087	Amniota	ortholog_one2many	16.9725	18.2266	0	NA	NA	NA	0
ENSMUSG00000039391	ENSGALG00000044712		ENSGALP00000059968	LGE64	840103	842999	ENSMUSP00000044087	Amniota	ortholog_one2many	9.93884	22.9682	0	NA	NA	NA	0
ENSMUSG00000039391	ENSGALG00000045184		ENSGALP00000061269	AADN04001767.1	9066	11961	ENSMUSP00000044087	Amniota	ortholog_one2many	9.93884	22.9682	0	NA	NA	NA	0
ENSMUSG00000039391	ENSGALG00000044515		ENSGALP00000064637	AADN04001550.1	20767	21915	ENSMUSP00000044087	Amniota	ortholog_one2many	5.8104	20.8791	0	NA	NA	NA	0
ENSMUSG00000039391	ENSGALG00000044483		ENSGALP00000062499	AADN04003888.1	1359	2506	ENSMUSP00000044087	Amniota	ortholog_one2many	5.8104	20.8791	0	NA	NA	NA	0
ENSMUSG00000039391	ENSGALG00000045283		ENSGALP00000063021	1	190558495	190560564	ENSMUSP00000044087	Amniota	ortholog_one2many	11.7737	38.8889	25	7.73	NA	NA	0
ENSMUSG00000039391	ENSGALG00000044820		ENSGALP00000059589	AADN04001631.1	1979	3126	ENSMUSP00000044087	Amniota	ortholog_one2many	5.8104	20.8791	0	NA	NA	NA	0
ENSMUSG00000039391	ENSGALG00000045216		ENSGALP00000060205	AADN04001664.1	12515	13572	ENSMUSP00000044087	Amniota	ortholog_one2many	5.19878	22.3684	0	NA	NA	NA	0
ENSMUSG00000039391	ENSGALG00000044579		ENSGALP00000062824	AADN04005281.1	1441	2582	ENSMUSP00000044087	Amniota	ortholog_one2many	5.50459	21.1765	0	NA	NA	NA	0
ENSMUSG00000039391	ENSGALG00000043977		ENSGALP00000062440	AADN04002120.1	14277	17174	ENSMUSP00000044087	Amniota	ortholog_one2many	9.93884	22.9682	25	NA	NA	NA	0
ENSMUSG00000039391	ENSGALG00000044544		ENSGALP00000062087	AADN04002933.1	4818	5965	ENSMUSP00000044087	Amniota	ortholog_one2many	5.8104	20.8791	0	NA	NA	NA	0
ENSMUSG00000039391	ENSGALG00000046038		ENSGALP00000061353	Z	64959843	64964083	ENSMUSP00000044087	Amniota	ortholog_one2many	15.1376	20.7547	50	NA	NA	NA	0
ENSMUSG00000039391	ENSGALG00000045282		ENSGALP00000064107	Z	64417469	64421928	ENSMUSP00000044087	Amniota	ortholog_one2many	14.526	19.4672	25	NA	NA	NA	0
ENSMUSG00000039391	ENSGALG00000045742		ENSGALP00000061228	AADN04005246.1	10219	11361	ENSMUSP00000044087	Amniota	ortholog_one2many	5.8104	21.7143	0	NA	NA	NA	0
ENSMUSG00000039391	ENSGALG00000044667		ENSGALP00000061285	AADN04001653.1	13079	14226	ENSMUSP00000044087	Amniota	ortholog_one2many	5.8104	20.8791	0	NA	NA	NA	0
ENSMUSG00000039391	ENSGALG00000045268		ENSGALP00000061423	AADN04003843.1	5442	6565	ENSMUSP00000044087	Amniota	ortholog_one2many	5.50459	20.6897	0	NA	NA	NA	0
ENSMUSG00000039391	ENSGALG00000045048		ENSGALP00000061657	AADN04002640.1	15327	16470	ENSMUSP00000044087	Amniota	ortholog_one2many	5.8104	21.8391	0	NA	NA	NA	0
ENSMUSG00000039391	ENSGALG00000044474		ENSGALP00000060711	AADN04003156.1	2852	5771	ENSMUSP00000044087	Amniota	ortholog_one2many	10.0917	23.3216	0	NA	NA	NA	0
ENSMUSG00000039391	ENSGALG00000045490		ENSGALP00000061940	AADN04003654.1	2398	3544	ENSMUSP00000044087	Amniota	ortholog_one2many	5.8104	20.8791	0	NA	NA	NA	0
ENSMUSG00000039391	ENSGALG00000044028		ENSGALP00000063285	AADN04002120.1	2047	4956	ENSMUSP00000044087	Amniota	ortholog_one2many	9.93884	23.2975	0	NA	NA	NA	0
ENSMUSG00000039391	ENSGALG00000045091		ENSGALP00000059366	AADN04001867.1	19411	20558	ENSMUSP00000044087	Amniota	ortholog_one2many	5.8104	20.8791	0	NA	NA	NA	0
ENSMUSG00000039391	ENSGALG00000045010		ENSGALP00000060189	AADN04003118.1	8104	11002	ENSMUSP00000044087	Amniota	ortholog_one2many	10.0917	23.3216	0	NA	NA	NA	0
ENSMUSG00000039391	ENSGALG00000044571		ENSGALP00000062782	LGE64	860805	863701	ENSMUSP00000044087	Amniota	ortholog_one2many	9.93884	22.9682	25	NA	NA	NA	0
ENSMUSG00000039391	ENSGALG00000046651		ENSGALP00000064093	AADN04008298.1	5079	6223	ENSMUSP00000044087	Amniota	ortholog_one2many	5.8104	21.3483	0	NA	NA	NA	0
ENSMUSG00000039391	ENSGALG00000045158		ENSGALP00000063678	AADN04001613.1	12496	13639	ENSMUSP00000044087	Amniota	ortholog_one2many	5.8104	20.8791	0	NA	NA	NA	0
ENSMUSG00000039391	ENSGALG00000046555		ENSGALP00000062866	AADN04002232.1	7057	8204	ENSMUSP00000044087	Amniota	ortholog_one2many	5.8104	20.8791	0	NA	NA	NA	0
ENSMUSG00000039391	ENSGALG00000044600		ENSGALP00000064398	AADN04004497.1	11180	12327	ENSMUSP00000044087	Amniota	ortholog_one2many	5.8104	20.8791	0	NA	NA	NA	0
ENSMUSG00000039391	ENSGALG00000044091		ENSGALP00000061532	Z	64651399	64656659	ENSMUSP00000044087	Amniota	ortholog_one2many	16.055	20.7921	25	NA	NA	NA	0
ENSMUSG00000039391	ENSGALG00000046378		ENSGALP00000063183	AADN04001040.1	11558	12705	ENSMUSP00000044087	Amniota	ortholog_one2many	5.8104	20.8791	0	NA	NA	NA	0
ENSMUSG00000039391	ENSGALG00000045449		ENSGALP00000060962	AADN04003479.1	10574	11718	ENSMUSP00000044087	Amniota	ortholog_one2many	5.8104	20.8791	0	NA	NA	NA	0
ENSMUSG00000039391	ENSGALG00000044054		ENSGALP00000063394	AADN04003889.1	9458	12356	ENSMUSP00000044087	Amniota	ortholog_one2many	10.0917	23.3216	0	NA	NA	NA	0
ENSMUSG00000009075	ENSGALG00000040463	CABP7	ENSGALP00000058313	15	11109163	11113245	ENSMUSP00000009219	Amniota	ortholog_one2one	96.7442	96.7442	100	100	NA	NA	1
ENSMUSG00000043301	ENSGALG00000016054	KCNJ6	ENSGALP00000025820	1	107227585	107265433	ENSMUSP00000097108	Amniota	ortholog_one2one	89.8824	87.2146	100	100	NA	NA	1
ENSMUSG00000026643	ENSGALG00000008791	NMT2	ENSGALP00000014278	2	20613975	20640410	ENSMUSP00000080600	Amniota	ortholog_one2one	89.414	94.9799	75	97.2	NA	NA	1
ENSMUSG00000047842	ENSGALG00000005323	DIRAS2	ENSGALP00000008525	Z	43996928	43997527	ENSMUSP00000055416	Sarcopterygii	ortholog_one2one	94.4724	94.4724	100	100	NA	NA	1
ENSMUSG00000032077	ENSGALG00000025882	BUD13	ENSGALP00000039926	24	5093021	5098988	ENSMUSP00000074490	Amniota	ortholog_one2many	48.3517	55.1971	75	97.71	NA	NA	1
ENSMUSG00000032077	ENSGALG00000044042		ENSGALP00000059576	24	5085190	5087144	ENSMUSP00000074490	Amniota	ortholog_one2many	22.763	69.0476	75	2.42	NA	NA	0
ENSMUSG00000052516	ENSGALG00000015519	ROBO2	ENSGALP00000046285	1	96895939	97053385	ENSMUSP00000112776	Amniota	ortholog_one2one	75.2653	90.655	100	100	NA	NA	1
ENSMUSG00000004897	ENSGALG00000032847	HDGF	ENSGALP00000049707	25	1432088	1437575	ENSMUSP00000005017	Amniota	ortholog_one2one	67.9325	69.3966	100	99.05	NA	NA	1
ENSMUSG00000041801	ENSGALG00000019802	PHLDA3	ENSGALP00000030813	26	774639	775292	ENSMUSP00000040614	Amniota	ortholog_one2one	70.4	40.553	50	75.88	NA	NA	1
ENSMUSG00000026342	ENSGALG00000012166	SLC35F5	ENSGALP00000019843	7	29801112	29824842	ENSMUSP00000027580	Amniota	ortholog_one2one	82.4427	90	100	99.63	NA	NA	1
ENSMUSG00000036504	ENSGALG00000039061	PHPT1	ENSGALP00000057301	17	1056138	1057745	ENSMUSP00000037417	Amniota	ortholog_one2one	64.5161	64	100	100	NA	NA	1
ENSMUSG00000068245	ENSGALG00000019094	PHF11	ENSGALP00000029501	1	169234751	169245579	ENSMUSP00000092779	Amniota	ortholog_one2many	31.5625	38.1132	100	50	NA	NA	1
ENSMUSG00000049755	ENSGALG00000027546	BZFP1	ENSGALP00000044958	16	216607	218965	ENSMUSP00000104457	Amniota	ortholog_one2many	26.2821	24.0704	0	14.02	NA	NA	0
ENSMUSG00000054752	ENSGALG00000015442	FSD1L	ENSGALP00000024860	Z	55008370	55037122	ENSMUSP00000114931	Amniota	ortholog_one2one	73.8431	72.6733	100	99.17	NA	NA	1
ENSMUSG00000033059	ENSGALG00000008508	PYGB	ENSGALP00000039140	3	4194615	4208846	ENSMUSP00000035743	Amniota	ortholog_one2one	90.3915	90.3915	25	100	NA	NA	1
ENSMUSG00000032579	ENSGALG00000002253	HEMK1	ENSGALP00000048020	12	1780053	1810653	ENSMUSP00000035196	Amniota	ortholog_one2one	57.0588	55.1136	100	59.24	NA	NA	1
ENSMUSG00000068856	ENSGALG00000013352	SF3B4	ENSGALP00000021749	25	933679	938571	ENSMUSP00000075709	Amniota	ortholog_one2one	88.9151	91.0628	50	97.22	NA	NA	1
ENSMUSG00000037243	ENSGALG00000041845	ZNF692	ENSGALP00000047008	16	230728	236886	ENSMUSP00000126674	Amniota	ortholog_one2many	44.8211	45.5939	0	65	NA	NA	1
ENSMUSG00000037243	ENSGALG00000040185		ENSGALP00000047113	16	254603	303146	ENSMUSP00000126674	Amniota	ortholog_one2many	16.1959	28.6667	0	9.39	NA	NA	0
ENSMUSG00000033373	ENSGALG00000038143		ENSGALP00000057939	5	300361	303214	ENSMUSP00000035498	Amniota	ortholog_one2one	49.4279	78.8321	50	71.63	NA	NA	1
ENSMUSG00000029405	ENSGALG00000010882	G3BP2	ENSGALP00000050598	4	45128541	45151989	ENSMUSP00000128353	Amniota	ortholog_one2one	85.2697	91.5368	25	100	NA	NA	1
ENSMUSG00000026317	ENSGALG00000039606	CLN8	ENSGALP00000045958	3	91341696	91348290	ENSMUSP00000027554	Amniota	ortholog_one2one	57.6389	58.2456	100	68.69	NA	NA	1
ENSMUSG00000066894	ENSGALG00000039903	VSIG10	ENSGALP00000052521	15	9938851	9946439	ENSMUSP00000107598	Amniota	ortholog_one2one	30.6452	39.4919	50	100	NA	NA	1
ENSMUSG00000020642	ENSGALG00000028709		ENSGALP00000042877	3	95415555	95474483	ENSMUSP00000020971	Amniota	ortholog_one2many	92.4658	92.4658	100	79.84	NA	NA	1
ENSMUSG00000020642	ENSGALG00000040919		ENSGALP00000043777	AADN04013900.1	2033	5590	ENSMUSP00000020971	Amniota	ortholog_one2many	59.589	71.9008	0	24.99	NA	NA	0
ENSMUSG00000023345	ENSGALG00000034572	POC1A	ENSGALP00000047315	12	133147	204669	ENSMUSP00000072064	Vertebrata	ortholog_one2one	72.8395	72.6601	50	88.15	NA	NA	1
ENSMUSG00000045934	ENSGALG00000035923	MTMR11	ENSGALP00000044358	25	925459	932068	ENSMUSP00000062341	Amniota	ortholog_one2one	45	42.2819	50	69.99	NA	NA	1
ENSMUSG00000026492	ENSGALG00000010651		ENSGALP00000017308	3	34017962	34025868	ENSMUSP00000027769	Amniota	ortholog_one2one	24.2424	43.0493	100	50	NA	NA	0
ENSMUSG00000033595	ENSGALG00000030687	LGI3	ENSGALP00000052877	AADN04001460.1	19861	24535	ENSMUSP00000046705	Amniota	ortholog_one2one	62.7737	71.9665	0	74.91	NA	NA	1
ENSMUSG00000029763	ENSGALG00000008477	EXOC4	ENSGALP00000013798	1	1421469	1841500	ENSMUSP00000051965	Amniota	ortholog_one2one	88.9231	88.832	50	73.34	NA	NA	1
ENSMUSG00000053297	ENSGALG00000036870	ZNF767	ENSGALP00000054624	2	505437	520610	ENSMUSP00000145982	Amniota	ortholog_one2many	11.33	3.53303	0	46.9	NA	NA	0
ENSMUSG00000053297	ENSGALG00000044014		ENSGALP00000061169	2	484488	490975	ENSMUSP00000145982	Amniota	ortholog_one2many	17.734	5.34918	25	46.9	NA	NA	0
